nome,price,desc,ano,fotos,km
VW Saveiro Cross 2015 - 2015,41900,1 kmmanualFlex,2015,9,0
Chevrolet Onix 1.4 mpfi lt 8v flex 4p manual - 2013,33890,99.000 kmmanualFlex,2013,8,0
Fox route 2009 1.0 baixo km abaixo da tabela - 2009,18900,133.000 kmmanualFlex,2009,7,0
Ford Fiesta 1.6 (completo) - 2008,19900,6 kmmanualFlex,2008,10,0
FIAT DOBLÒ 2017/2018 1.8 MPI ESSENCE 7L 16V FLEX 4P MANUAL - 2018,62900,37.069 kmmanualFlex,2018,10,0
NISSAN MARCH SV 1.6 16V FLEX FUEL 5P 2016 - 2016,35900,60.215 kmmanualFlex,2016,0,0
Honda Fit LX 1.4 Completo (Financia) - 2011,32500,1 kmmanualFlex,2011,16,0
,0,,0,0,0
CHEVROLET ONIX 1.0 MPFI JOY 8V FLEX 4P MANUAL 2019 - 2019,45900,0 kmmanualFlex,2019,8,0
VOLKSWAGEN FOX 2011/2011 1.6 MI 8V FLEX 4P MANUAL - 2011,26500,123.000 kmmanualFlex,2011,6,0
C3 1.5 Flex tendance ano 2014 por 32.900.00 tel WhatsApp 12988321212 já com IPVA pago - 2014,32900,76 kmautomáticoFlex,2014,6,0
New Fiesta 1.5 Flex completo por 31.900.00 tel WhatsApp 12988321212 - 2014,31900,96.000 kmmanualFlex,2014,6,0
Fiat Doblo Adventure 2007 1.8 8V Flex !!! - 2007,23900,1 kmmanualFlex,2007,6,0
Ford Fiesta Personalite 1.0 Cor Vermelho Gasolina Ano 2003 - 2003,12900,118.000 kmmanualGasolina,2003,5,0
Fiat Punto - 2011,24500,108.600 kmmanualFlex,2011,4,0
Vectr cd - 1998,7500,0 kmmanualGasolina,1998,6,0
,0,,0,0,0
IX35 completa - 2015,62000,82.000 kmautomáticoFlex,2015,6,0
Vw - Volkswagen Polo - 2010,18900,249.000 kmsemi-automáticoFlex,2010,14,0
Fiat Strada - 2010,30000,81.000 kmmanualFlex,2010,4,0
FIAT PALIO 2010/2011 1.0 MPI FIRE ECONOMY 8V FLEX 2P MANUAL - 2011,17900,170.000 kmmanualFlex,2011,12,0
Mercedes Benz Classe A CLASSE A 200 1.6 TB 16V URBAN 156CV AUT. - 2014,76440,66.970 kmautomáticoGasolina,2014,9,0
Astra advantage 2010 completo flex só 21.900 - 2009,21900,149.000 kmmanualFlex,2009,6,0
£ - Volkswagen Saveiro - 2015,0,102.000 kmmanualFlex,2015,5,0
F*R Spin LTZ 1.8 2016 - 2016,0,49.000 kmautomáticoFlex,2016,6,0
LAND ROVER RANGE ROVER EVOQUE 2017/2017 2.0 SE 4WD 16V GASOLINA 4P AUTOMÁTICO - 2017,186990,12.000 kmautomáticoGasolina,2017,8,0
+Hyundai Hb20 - 2013,0,0 kmautomáticoFlex,2013,4,0
,0,,0,0,0
Gm - Chevrolet Vectra - 2010,0,98.300 kmmanualFlex,2010,9,0
Gm - Chevrolet,48000,100.000 kmmanualGasolina,0,7,0
%Jeep Renegade 2016  - 2016,72900,31 kmautomáticoFlex,2016,4,0
PEUGEOT 207 2010/2011 1.4 X-LINE 8V FLEX 2P MANUAL - 2011,15990,156 kmmanualFlex,2011,4,0
Fiat argo 1.0 ! ótima oportunidade! - 2018,42900,29.782 kmmanualFlex,2018,9,0
Golf GTI 1.8T 180cv - 2003,18000,130.000 kmmanualGasolina,2003,6,0
Fiat Fiorino 2002 - Kit Gas e refrigerado - 2002,5700,120.000 kmmanualGás Natural,2002,8,0
NISSAN KICKS 2016/2017 1.6 16V FLEX SV LIMITED 4P XTRONIC - 2017,71900,42.915 kmautomáticoFlex,2017,5,0
Carro - 2011,0,120.000 kmmanualFlex,2011,1,0
Gol 96 - 1996,3800,90 kmmanualGasolina,1996,10,0
Fiat Uno - 2012,0,176 kmmanualFlex,2012,2,0
Gm - Chevrolet C-20 - 1992,25000,700.000 kmmanualGás Natural,1992,11,0
HYUNDAI HB20 2017/2018 1.0 COMFORT 12V FLEX 4P MANUAL - 2018,39490,35.900 kmmanualFlex,2018,6,0
"BC - Chevrolet Cobalt Lt 1.4 - 2012 ""Mylink"" ""Impecável"" - 2012",0,1 kmmanualFlex,2012,8,0
Oportunidade fusion titanium 2014 top linha só 69.900 - 2014,0,49.000 kmautomáticoFlex,2014,6,0
Fiesta 2005 mecânica excelente ( RECUPERADO) - 2005,9500,119.000 kmmanualFlex,2005,6,0
CHEVROLET CELTA 2002/2003 1.0 MPFI 8V GASOLINA 2P MANUAL - 2003,11990,145 kmmanualGasolina,2003,4,0
Gm - Chevrolet Celta - 2011,12500,148 kmmanualFlex,2011,4,0
"$$Hyundai Hb20s ,Falar com Washington - 2016",0,65.000 km | Câmbio: automático | Flex,2016,7,65000
Ford Ecosport SE 1.6 Flex 2015 !!! - 2015,49900,84.000 km | Câmbio: manual | Flex,2015,5,84000
,0,,0,0,0
Chery Celer - 2015,25000,60.000 km | Câmbio: manual | Flex,2015,7,60000
Gm - Chevrolet Celta LIFE 1.0 - Flex (Torii Motors) - 2007,13990,111 km | Câmbio: manual | Flex,2007,6,111
Fiorino 2006 motor ok documento ok troco por moto na troca tabela vã tabela - 2006,11000,233.883 km | Câmbio: manual | Gás Natural,2006,1,233883
Voyage 1.6 - 2014,34900,72.000 km | Câmbio: manual | Flex,2014,6,72000
CHEVROLET VECTRA 2008/2008 2.0 MPFI GT HATCH 8V FLEX 4P MANUAL - 2008,26900,132.767 km | Câmbio: manual | Flex,2008,7,132767
CHEVROLET ONIX 2018/2018 1.0 MPFI JOY 8V FLEX 4P MANUAL - 2018,36900,43.272 km | Câmbio: manual | Flex,2018,0,43272
Gol 2002 - 2002,8000,2.000 km | Gasolina,2002,7,2000
Vendo - 2010,29000,186.300 km | Câmbio: automático | Flex,2010,6,186300
Vw - Volkswagen Golf - 1996,3000,200.000 km | Câmbio: manual | Gasolina,1996,6,200000
Renault Sandero - 2014,28483,81.000 km | Câmbio: manual | Flex,2014,8,81000
Hyundai I30 2.0 16v 145cv 4p Automático - 2011,34900,100 km | Câmbio: automático | Gasolina,2011,9,100
Nissan Versa - 2014,0,80.000 km | Câmbio: manual | Flex,2014,7,80000
,0,,0,0,0
Ford k 2012 3.000 abaixo t - 2012,0,72.000 km | Câmbio: manual | Flex,2012,2,72000
Fiat Tipo - 1995,8500,74 km | Câmbio: manual | Gasolina,1995,9,74
Vendo ou troco!whats (12)991991546 - 2010,17000,84.000 km | Câmbio: manual | Gasolina,2010,6,84000
Vendo Honda civic - 2003,14000,0 km | Câmbio: manual | Gasolina,2003,6,0
Up move - 2017,40000,52.000 km | Câmbio: manual | Flex,2017,12,52000
CHEVROLET ONIX 2015/2016 1.0 MPFI LT 8V FLEX 4P MANUAL - 2016,34900,137.000 km | Câmbio: manual | Flex,2016,12,137000
Bmw x1 2011 - 2011,59500,130.000 km | Câmbio: automático | Gasolina,2011,2,130000
Audi a3 1.4 tfsi sedan ambiente 16v flex 4p tiptronic - 2016,74900,78.000 km | Câmbio: automático | Gasolina,2016,0,78000
,0,,0,0,0
Jeep Renegade 2.0 16v Turbo Longitude 4x4 - 2016,89990,72.000 km | Câmbio: automático | Diesel,2016,0,72000
Fox Route 1.0 !!!Abaixo da Tabela!!! - 2009,19900,999.999 km | Câmbio: manual | Flex,2009,12,999999
MERCEDES-BENZ C 180 1.6 CGI AVANTGARDE 16V TURBO GASOLINA 4P AUTOMÁTICO - 2017,119890,18.138 km | Câmbio: automático | Gasolina,2017,8,18138
JAGUAR E-PACE 2018/2018 2.0 16V P250 GASOLINA FIRST EDITION AWD AUTOMÁTICO - 2018,270000,12.000 km | Câmbio: automático | Gasolina,2018,19,12000
Toyota Corolla XEI 1.8 2009 Automático !!! - 2009,40900,180.000 km | Câmbio: automático | Flex,2009,6,180000
!Ford Focus Se 2.0 2015 - 2015,0,72.000 km,2015,8,0
CITROËN C4 2010/2010 2.0 GLX PALLAS 16V FLEX 4P AUTOMÁTICO - 2010,22990,144 km | Câmbio: automático | Flex,2010,4,144
Gm - Chevrolet Vectra sedã preto elegânce 10/10 revisado pneus zeros - 2011,23000,135.000 km | Câmbio: manual | Flex,2011,0,135000
Mercedes benz classe a160 - 2003,8900,240.000 km | Câmbio: manual | Gasolina,2003,6,240000
Uno 2002/03 - 2002,7000,162 km,2002,4,0
,0,,0,0,0
Fiat Palio Fire Celebration Completo - 2010,19999,117.000 km | Câmbio: manual | Flex,2010,9,117000
Vectra Elite 2010 Automático parcelas de 899 reais - 4422 - 2010,33500,154.000 km | Câmbio: automático | Flex,2010,11,154000
Chevrolet Celta 1.0 Mpfi Vhc Spirit 8V Flex 2P Manual - 2007,12700,110.000 km | Câmbio: manual | Flex,2007,11,110000
CHEVROLET ONIX 1.0 MPFI JOY 8V FLEX 4P MANUAL - 2018,36000,48.755 km | Câmbio: manual | Flex,2018,8,48755
HYUNDAI TUCSON 2.0 MPFI GLS 16V 143CV 2WD FLEX 4P AUTOMÁTICO - 2016,52990,50.672 km | Câmbio: automático | Flex,2016,8,50672
GM Classic 1.0 completo baixíssimo KM - 2013,23500,41.500 km | Câmbio: manual,2013,4,41500
Ford Focus 1.6 8V Completo - 2004,11800,210.000 km | Câmbio: manual | Gasolina,2004,13,210000
Marajo se aceito cartao - 1987,4000,68.855.333 km | Álcool,1987,5,68855333
© Chevrolet Cruze LTZ 1.8 HB SPORT (Flex)(Auto) Único Dono Raridade - 2013,51900,80 km | Câmbio: automático | Flex,2013,10,80
"Renault Logan Expression 1.0 Flex "" Apenas 16.000 km Originais "" - 2017 - 2017",15000,16.000 km | Câmbio: manual | Flex,2017,6,16000
FIAT CRONOS 2018/2019 1.3 FIREFLY FLEX DRIVE MANUAL - 2019,57925,11.274 km | Câmbio: manual | Flex,2019,0,11274
Nissan Livina 1.6 S - 2011,23000,116.000 km | Câmbio: manual | Flex,2011,8,116000
Renault Scenic 2001 RXE 2.0 - 2001,5899,1.111.111 km | Câmbio: manual | Gasolina,2001,11,1111111
7lugares oportunidade!! Aceito trocas! - 2015,0,0 km | Câmbio: automático | Flex,2015,11,0
Ford Courier - 1999,10500,1 km | Câmbio: manual | Gasolina,1999,4,1
Gm - Chevrolet Cobalt - 2013,30500,83.000 km | Câmbio: manual | Flex,2013,8,83000
VW Polo Sedan 1.6 8V Flex 2008 !!! - 2008,20900,196.000 km | Flex,2008,6,196000
Gol g5 - 2011,20000,240.000 km | Câmbio: manual | Flex,2011,2,240000
Fiat Uno - 2011,24900,102.000 km | Câmbio: manual | Flex,2011,6,102000
Th® Prisma LT esse financia sem entrada - 2012,0,109 km | Câmbio: manual | Flex,2012,5,109
,0,,0,0,0
/Renault Duster 1.6 - Completo - *Promoção* - 2012 - 2012,0,0 km | Câmbio: manual | Flex,2012,4,0
Renault Duster / Shopping JK ( capital veiuclos ) - 2016,58900,43.000 km | Câmbio: automático | Flex,2016,9,43000
(DF) Kia Sportage LX 2.0 2014 - Automática - Bancos de Couro - Linda - 2014,0,90.000 km | Câmbio: automático | Flex,2014,12,90000
Vw - Volkswagen Amarok Highline V6 3.0 Diesel 2019 4000 km particular Roda 19 - 2019,182000,4.000 km | Câmbio: automático | Diesel,2019,7,4000
Vw - Volkswagen Gol 25 anos - 2013,22500,136.000 km | Câmbio: manual | Flex,2013,7,136000
Fiat Palio - 2008,13000,156.000 km,2008,4,0
MITSUBISHI  LANCER 2.0 HL-T 16V 2015 - 2016,52800,59.000 km | Câmbio: automático | Gasolina,2016,9,59000
Ford Ka 1.0 Se 2015 33.000 Km - AG Veículos - 2015,33900,33.000 km | Câmbio: manual | Flex,2015,8,33000
FIAT UNO 2010/2010 1.0 MPI MILLE FIRE ECONOMY 8V FLEX 2P MANUAL - 2010,13990,181 km | Câmbio: manual | Flex,2010,4,181
Astra advantage - 2010,25000,133.000 km | Câmbio: manual | Flex,2010,15,133000
(DF) Gm - Chevrolet Zafira Elite Flex - 7 Lugares - Automática - Baixo km - 2011,0,88.000 km | Câmbio: automático | Flex,2011,4,88000
Sentra aut. Top ! Aceito trocas! - 2008,0,153.000 km | Câmbio: automático | Flex,2008,10,153000
,0,,0,0,0
Vendo Ranger XLT - 1999,0,9.000 km | Diesel,1999,6,9000
JEEP COMPASS 2018/2018 2.0 16V DIESEL TRAILHAWK 4X4 AUTOMÁTICO - 2018,154990,19.000 km | Câmbio: automático | Diesel,2018,8,19000
Ford Fiesta Class - Baixo KM - - 2014,0,110.000 km | Câmbio: manual | Flex,2014,5,110000
Ford Ka 1.0 2016 SEL com comandos de som no volante e KM excelente!! - 2016,0,42.754 km | Câmbio: manual | Flex,2016,9,42754
F*R Abx Fipe Fiat Argo 1.3 completo 2016 - 2018,0,100.000 km | Câmbio: manual | Flex,2018,9,100000
I30 2.0 automatico 2010 - 7293 - 2010,34900,160.000 km | Câmbio: automático | Gasolina,2010,14,160000
JulianaL - 2008,0,150.000 km | Câmbio: manual | Flex,2008,2,150000
%Gm - Chevrolet Celta 2010 Leonardo - 2010,0,90.000 km | Câmbio: manual | Flex,2010,4,90000
,0,,0,0,0
Renault Duster / Shopping JK ( capital veiuclos ) - 2014,45900,130.000 km | Câmbio: manual | Flex,2014,3,130000
Fiat Uno - 2016,25990,66.000 km | Câmbio: manual | Flex,2016,10,66000
Fiat Siena elx 1.0 flex direção hidráulica impecável - 2009,20900,89.000 km | Câmbio: manual | Flex,2009,17,89000
Ranger limited 3.2 automática 4x4 2014 - 2014,99900,108.000 km | Câmbio: automático | Diesel,2014,8,108000
PEUGEOT  2008 1.6 16V FLEX GRIFFE 4P 2016 - 2016,52990,47.000 km | Câmbio: automático | Flex,2016,8,47000
Ka SE. 1.0. R$ 3.300 abaixo Completo 2015 - 2015,29000,120.000 km | Câmbio: manual | Flex,2015,4,120000
Ford Fiesta Sedan Completo - 2012,23900,89.000 km | Câmbio: manual | Flex,2012,8,89000
ARS / Onix ltz baixo km .Alexandre gran motors 988367965 - 2015,0,40.000 km | Câmbio: manual | Flex,2015,2,40000
Toyota Corolla - 2011,46900,151.712 km | Câmbio: automático | Flex,2011,6,151712
Ford Fiesta 1.0 Rocam Se 8v Flex (Abaixo da tabela!) - 2014,24500,115.000 km | Câmbio: manual | Flex,2014,7,115000
,0,,0,0,0
Agile LT 2011 || Baixo Km || Ent + Parcelas R$ 649 - 2011,26900,99.000 km,2011,3,0
Ford Fiesta - 2017,59900,21.673 km | Câmbio: automático | Flex,2017,11,21673
Hyundai Creta Prestigge 2.0 Aut - 2019,93899,8.007 km | Câmbio: automático | Flex,2019,13,8007
FORD ECOSPORT 2010/2011 1.6 FREESTYLE 8V FLEX 4P MANUAL - 2011,32900,167.900 km | Câmbio: manual | Flex,2011,7,167900
Santana quantum vendo ou troco - 1986,3800,111.111 km | Câmbio: manual | Álcool,1986,9,111111
Vw - Volkswagen Gol - 1994,6500,0 km | Gasolina,1994,3,0
Vendo - 2010,0,96 km | Câmbio: manual | Flex,2010,3,96
Chevrolet Prisma 1.4 LT Completo - 2013,38900,116.000 km | Câmbio: manual | Flex,2013,7,116000
Fusca,6000,111.111 km | Câmbio: manual | Gasolina,0,3,111111
(DF) Mitsubishi Lancer GT Automático Cvt Teto Solar - 2016,0,40.000 km | Câmbio: automático,2016,8,40000
Passo na promissória Peugeot 206 - 2007,0,163.000 km | Câmbio: manual | Flex,2007,0,163000
Vendo ou troco - 1987,2000,50.000 km | Câmbio: manual | Álcool,1987,0,50000
Toyota Corolla ano 2016 impecável - 2016,60500,0 km | Câmbio: automático | Flex,2016,1,0
Captiva Sport 2012 - 2012,40000,80.000 km | Câmbio: automático | Gasolina,2012,10,80000
Caravan 80 troco por moto,7000,1 km | Câmbio: manual | Gasolina,0,4,1
FORD RANGER 3.2 XLS 4X4 CD 20V DIESEL 4P AUTOMÁTICO - 2016,102900,57.749 km | Câmbio: automático | Diesel,2016,9,57749
TH - Hyundai IX35 GLS 2.0 Automática - Impecável - Aceito Troca - 2012,56900,90.000 km | Câmbio: automático | Flex,2012,7,90000
Land Rover Freelander2 - 2015,112900,73.000 km | Câmbio: automático | Diesel,2015,11,73000
Golf Highline 1.4 TSI 140cv Aut. 2014 - 2014,66700,89.000 km | Câmbio: automático | Gasolina,2014,7,89000
C3 Glx 1.4 Completo Parcelas de 499 reais - 7473 - 2010,21900,100 km | Câmbio: manual | Flex,2010,8,100
,0,,0,0,0
Venda ou troca - 2003,3000,111.111 km | Câmbio: manual | Gasolina,2003,0,111111
CHEVROLET CLASSIC SEDAN 1.0 VHC-E 8V FLEX 4P 2010 - 2010,16900,110.000 km | Câmbio: manual | Flex,2010,7,110000
Gm - Chevrolet Classic Raridade - 2011,19200,36.000 km | Câmbio: manual | Flex,2011,4,36000
Renault Scenic 2001 / Bancos de Couro / Repasse - 2001,5890,1 km | Câmbio: manual | Gasolina,2001,11,1
Ford Focus Hatch Titanium Plus com Teto 2.0 (abaixo da FIPE) / Só 14 mil km - 2018,79000,14.000 km | Câmbio: automático | Flex,2018,20,14000
Peugeot 408 - 2014,33000,64.500 km | Câmbio: manual | Flex,2014,8,64500
Peugeot 207 XR Sport - Vendo/troco - Abaixo da tabela - 2009,17500,150.000 km | Câmbio: manual | Flex,2009,10,150000
BC - Spacefox 1.6 - 2013 !Impecável! - 2013,0,1 km | Câmbio: manual | Flex,2013,7,1
CHEVROLET ONIX 2017/2018 1.0 MPFI JOY 8V FLEX 4P MANUAL - 2018,36900,40.200 km | Câmbio: manual | Flex,2018,10,40200
CHEVROLET MERIVA 2007/2008 1.8 MPFI JOY 8V FLEX 4P MANUAL - 2008,19904,162.379 km | Câmbio: manual | Flex,2008,6,162379
"$$Citroen Aircross , 29 mil km , revisões na concessionaria, abaixo da tabela - 2017",0,29.000 km | Câmbio: automático | Flex,2017,7,29000
Logan 1.0 Authentiq 2012 - 2012,18899,120.078 km | Câmbio: manual | Flex,2012,12,120078
,0,,0,0,0
Vendo honda fit 2016 Aut - 2016,54500,37.000 km | Câmbio: automático | Flex,2016,17,37000
Escort - 1987,5000,0 km | Álcool,1987,10,0
RITA - Mitsubishi Asx - 2013,63900,140.000 km | Câmbio: semi-automático | Flex,2013,3,140000
Fiat Palio - 2008,17900,135.000 km | Câmbio: manual | Flex,2008,12,135000
HONDA CIVIC 2013/2014 2.0 EXR 16V FLEX 4P AUTOMÁTICO - 2014,55900,99.750 km | Câmbio: automático | Flex,2014,8,99750
Fiat Palio - 1999,8000,258.357 km | Câmbio: manual | Gasolina,1999,8,258357
Vendo Fox Prata 2014 - 2014,29000,82.000 km | Câmbio: manual | Flex,2014,6,82000
Vw - Volkswagen Fox 1.6 Trend - 2012,28900,102.000 km | Câmbio: manual | Flex,2012,15,102000
,0,,0,0,0
"Nissan March 1.0 2018 completão, super econômico! Simule seu financiamento agora - 2018",0,40.000 km | Câmbio: manual | Flex,2018,10,40000
X Fiat Palio Fire 8v 2010 com ar condicionado - 2010,0,120.000 km | Câmbio: manual | Flex,2010,4,120000
F*R Golf VHT 1.6 Total Flex - 2012,0,1 km,2012,2,0
Palio Adventure Locker 1.8 flex ent. 4900 48x749 - 2010,30900,1 km | Câmbio: manual | Flex,2010,1,1
Siena 1.0 Fire 2010 - 2010,18899,155.007 km | Câmbio: manual | Flex,2010,11,155007
VOLKSWAGEN FOX 2013/2013 1.0 MI 8V FLEX 4P MANUAL - 2013,29500,79.400 km | Câmbio: manual | Flex,2013,7,79400
%Civic 2016 fal  - 2016,71900,1 km,2016,4,0
Ford Ecosport - 2014,44900,45.000 km | Câmbio: manual | Flex,2014,9,45000
Ford Focus Impecável - apenas 19 mil Km - Oportunidade - 2016,58900,19.632 km | Câmbio: automático | Flex,2016,7,19632
Citroen Picasso GLX 1.6 - 2011,22900,1 km | Câmbio: manual | Flex,2011,7,1
,0,,0,0,0
Chevrolet Onix 1.4 Mpfi Ltz 8v - 2018,49790,18.000 km | Câmbio: manual | Flex,2018,9,18000
"Uno Mille Way Economy 1.0 Flex, Aceito Trocas! - 2010",17500,126.600 km | Câmbio: manual | Flex,2010,7,126600
"DUSTER TECHROAD 1.6, 2013 impecável - 2013",39900,137 km | Câmbio: manual | Flex,2013,5,137
Carro - 2007,18000,200.000 km | Flex,2007,3,200000
CITROËN C3 2009/2010 1.4 I GLX 8V FLEX 4P MANUAL - 2010,19900,122.541 km | Câmbio: manual | Flex,2010,10,122541
Mercedes-benz Classe A - 2002,11500,106.000 km | Câmbio: automático | Gasolina,2002,5,106000
C3 1.2 Origine 8V - 2018,28392,49.050 km | Câmbio: manual | Flex,2018,6,49050
Ford Fiesta sedan 1.6 2014 - 2014,30900,77.000 km | Câmbio: manual | Flex,2014,7,77000
Toyota Corolla Xrs Top - 2014,55900,170.000 km | Câmbio: automático | Flex,2014,10,170000
Jetta único dono - 2012,39000,153 km | Câmbio: automático | Flex,2012,17,153
Fox 1.0 - 2006,16900,12 km | Câmbio: manual | Flex,2006,5,12
Peugeot 2008 Allure Flex 4P AUT - 2017,59990,31.000 km | Câmbio: automático | Flex,2017,10,31000
Uno fire - 2002,3000,200.000 km | Câmbio: manual | Gasolina,2002,5,200000
Corsa impecável - 2012,25000,46.000 km | Câmbio: manual | Flex,2012,6,46000
Sandero Stepway 1.6 Flex 2014 - 2014,33800,69.218 km | Câmbio: manual | Flex,2014,5,69218
Honda fit - 2004,16000,207.000 km | Câmbio: manual | Gasolina,2004,6,207000
Citroen C3 Origine 1.5 2014 - Baixa KM - 2014,31900,89.000 km | Câmbio: manual | Flex,2014,8,89000
CHEVROLET COBALT 2014/2014 1.8 MPFI LTZ 8V FLEX 4P AUTOMÁTICO - 2014,36990,77.456 km | Câmbio: automático | Flex,2014,11,77456
Honda City 1.5 lx 16v - 2014,45900,98.626 km | Câmbio: automático | Flex,2014,10,98626
MITSUBISHI L200 TRITON 2010/2010 3.5 HPE 4X4 CD V6 24V FLEX 4P AUTOMÁTICO - 2010,49890,238.000 km | Câmbio: automático | Flex,2010,11,238000
,0,,0,0,0
MITSUBISHI  OUTLANDER 2.0 16V GASOLINA 2014 - 2015,69990,89.000 km | Câmbio: automático | Gasolina,2015,9,89000
Jeep Renegade - 2018,63990,18.000 km | Câmbio: manual | Flex,2018,10,18000
VOLKSWAGEN SPACEFOX 2010/2011 1.6 MI 8V FLEX 4P MANUAL - 2011,30900,100.000 km | Câmbio: manual | Flex,2011,15,100000
TOYOTA COROLLA 2016/2017 2.0 ALTIS 16V FLEX 4P AUTOMÁTICO - 2017,85490,39.645 km | Câmbio: automático | Flex,2017,12,39645
Man Nissan Versa - renan sanchez - 2018,0,38 km | Câmbio: manual | Flex,2018,7,38
Vendo ou troco por moto corsa hatch 1.0 2004 - 2004,12500,0 km | Câmbio: manual | Gasolina,2004,6,0
Sandero 2018 com IPVA 2019 total pago - 2018,33990,45.000 km | Câmbio: manual | Flex,2018,6,45000
Corsa classic 1.0 flex 2012 - 2012,19900,92.000 km | Câmbio: manual | Flex,2012,12,92000
Toyota Etios - *Zero Emplacado - 2019,49990,31.091 km | Câmbio: automático | Flex,2019,8,31091
Escort Zetec - 1999,5000,180.000 km | Câmbio: manual | Gasolina,1999,3,180000
Peugeot 207 Hatch XS Automático 2010 - 2010,19000,95.000 km | Câmbio: automático | Flex,2010,2,95000
Renault Duster Expression 1.6 Flex 2015 - Super Conservada! - 2015,43900,71.500 km | Câmbio: manual | Flex,2015,20,71500
,0,,0,0,0
Renault Logan 1.0 2008 Completo - 2008,17900,128.000 km | Câmbio: manual | Flex,2008,13,128000
FIAT MOBI 1.0 8V EVO FLEX EASY MANUAL - 2018,27890,30.600 km | Câmbio: manual | Flex,2018,8,30600
Fox 2014 1.0 Flex Completo! - 2014,31900,72.000 km | Câmbio: manual | Flex,2014,9,72000
Pick up corsa - 2002,11000,275.368 km | Câmbio: manual,2002,6,275368
Fox 1.6 carro muito conservado - 2014,33900,103 km | Câmbio: manual | Flex,2014,6,103
Impecável Chevrolet Astra Advantage 2008 - 2008,22800,163.000 km | Câmbio: manual | Flex,2008,19,163000
PEUGEOT 207 2011/2012 1.4 XR SW 8V FLEX 4P MANUAL - 2012,15900,128.889 km | Câmbio: manual | Flex,2012,0,128889
";Gm - Chevrolet Onix 2018 -Com parcelas a partir de 599,00 - Melhor Avaliação no seu usado - 2018",0,1 km | Câmbio: manual | Flex,2018,5,1
,0,,0,0,0
Tracker Ltz aut - 2014,61000,70.000 km | Câmbio: automático | Flex,2014,6,70000
Suzuki Jimny 1.3 4All 4x4 2013 - 2013,44900,84.000 km | Câmbio: manual | Gasolina,2013,10,84000
JEEP  COMPASS 2.0 16V FLEX SPORT 2019 - 2019,101499,0 km | Câmbio: automático | Flex,2019,10,0
Ford Focus - 2016,67990,46.000 km | Câmbio: automático | Flex,2016,8,46000
Nissan Sentra Sentra SL 2.0 Automatico 2016 *Abaixo da Tabela - 2016,60490,30.717 km | Câmbio: automático | Flex,2016,12,30717
Fox 2014 completo - 2014,31900,72.000 km | Câmbio: manual | Flex,2014,6,72000
Vw - Voyage Highline 1.6 Mi Flex - 2014,36990,49.000 km | Câmbio: manual | Flex,2014,14,49000
Fiat Siena 1.4 Tetrafuel GNV - 2009,21900,100.000 km | Câmbio: manual | Gás Natural,2009,4,100000
Gol 2009 1.0 Completão!!! baixo km - 2009,16900,80 km | Câmbio: manual | Flex,2009,7,80
Astra hatch 2001 1.8 completo - 2001,12490,195.000 km | Câmbio: manual | Gasolina,2001,6,195000
,0,,0,0,0
Honda Civic 2005 - 2005,20000,180.000 km | Câmbio: manual | Gasolina,2005,5,180000
Ford Ka 1.0 SE 12V Flex 4p Manual 2015 - 2015,32900,58.000 km | Câmbio: manual | Flex,2015,11,58000
